category,canonical_field,source_endpoints,likely_use,priority
unknown,market_hours.future.MXL.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MXL.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MXL.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MXL.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MXP,market_hours,unknown,medium
unknown,market_hours.future.MXP.category,market_hours,unknown,medium
unknown,market_hours.future.MXP.date,market_hours,unknown,medium
unknown,market_hours.future.MXP.exchange,market_hours,unknown,low
unknown,market_hours.future.MXP.marketType,market_hours,unknown,medium
unknown,market_hours.future.MXP.product,market_hours,unknown,medium
unknown,market_hours.future.MXP.productName,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MXP.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MYM,market_hours,unknown,medium
unknown,market_hours.future.MYM.category,market_hours,unknown,medium
unknown,market_hours.future.MYM.date,market_hours,unknown,medium
unknown,market_hours.future.MYM.exchange,market_hours,unknown,low
unknown,market_hours.future.MYM.marketType,market_hours,unknown,medium
unknown,market_hours.future.MYM.product,market_hours,unknown,medium
unknown,market_hours.future.MYM.productName,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MYM.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZC,market_hours,unknown,medium
unknown,market_hours.future.MZC.category,market_hours,unknown,medium
unknown,market_hours.future.MZC.date,market_hours,unknown,medium
unknown,market_hours.future.MZC.exchange,market_hours,unknown,low
unknown,market_hours.future.MZC.marketType,market_hours,unknown,medium
unknown,market_hours.future.MZC.product,market_hours,unknown,medium
unknown,market_hours.future.MZC.productName,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZL,market_hours,unknown,medium
unknown,market_hours.future.MZL.category,market_hours,unknown,medium
unknown,market_hours.future.MZL.date,market_hours,unknown,medium
unknown,market_hours.future.MZL.exchange,market_hours,unknown,low
unknown,market_hours.future.MZL.marketType,market_hours,unknown,medium
unknown,market_hours.future.MZL.product,market_hours,unknown,medium
unknown,market_hours.future.MZL.productName,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZL.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZM,market_hours,unknown,medium
unknown,market_hours.future.MZM.category,market_hours,unknown,medium
unknown,market_hours.future.MZM.date,market_hours,unknown,medium
unknown,market_hours.future.MZM.exchange,market_hours,unknown,low
unknown,market_hours.future.MZM.marketType,market_hours,unknown,medium
unknown,market_hours.future.MZM.product,market_hours,unknown,medium
unknown,market_hours.future.MZM.productName,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZM.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZS,market_hours,unknown,medium
unknown,market_hours.future.MZS.category,market_hours,unknown,medium
unknown,market_hours.future.MZS.date,market_hours,unknown,medium
unknown,market_hours.future.MZS.exchange,market_hours,unknown,low
unknown,market_hours.future.MZS.marketType,market_hours,unknown,medium
unknown,market_hours.future.MZS.product,market_hours,unknown,medium
unknown,market_hours.future.MZS.productName,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZS.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZW,market_hours,unknown,medium
unknown,market_hours.future.MZW.category,market_hours,unknown,medium
unknown,market_hours.future.MZW.date,market_hours,unknown,medium
unknown,market_hours.future.MZW.exchange,market_hours,unknown,low
unknown,market_hours.future.MZW.marketType,market_hours,unknown,medium
unknown,market_hours.future.MZW.product,market_hours,unknown,medium
unknown,market_hours.future.MZW.productName,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MZW.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.NG,market_hours,unknown,medium
unknown,market_hours.future.NG.category,market_hours,unknown,medium
unknown,market_hours.future.NG.date,market_hours,unknown,medium
unknown,market_hours.future.NG.exchange,market_hours,unknown,low
unknown,market_hours.future.NG.marketType,market_hours,unknown,medium
unknown,market_hours.future.NG.product,market_hours,unknown,medium
unknown,market_hours.future.NG.productName,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.NG.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.NKD,market_hours,unknown,medium
unknown,market_hours.future.NKD.category,market_hours,unknown,medium
unknown,market_hours.future.NKD.date,market_hours,unknown,medium
unknown,market_hours.future.NKD.exchange,market_hours,unknown,low
unknown,market_hours.future.NKD.marketType,market_hours,unknown,medium
unknown,market_hours.future.NKD.product,market_hours,unknown,medium
unknown,market_hours.future.NKD.productName,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.NKD.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.NOK,market_hours,unknown,medium
unknown,market_hours.future.NOK.category,market_hours,unknown,medium
unknown,market_hours.future.NOK.date,market_hours,unknown,medium
unknown,market_hours.future.NOK.exchange,market_hours,unknown,low
unknown,market_hours.future.NOK.marketType,market_hours,unknown,medium
unknown,market_hours.future.NOK.product,market_hours,unknown,medium
unknown,market_hours.future.NOK.productName,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.NOK.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.NQ,market_hours,unknown,medium
unknown,market_hours.future.NQ.category,market_hours,unknown,medium
unknown,market_hours.future.NQ.date,market_hours,unknown,medium
unknown,market_hours.future.NQ.exchange,market_hours,unknown,low
unknown,market_hours.future.NQ.marketType,market_hours,unknown,medium
unknown,market_hours.future.NQ.product,market_hours,unknown,medium
unknown,market_hours.future.NQ.productName,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.NQ.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.PA,market_hours,unknown,medium
unknown,market_hours.future.PA.category,market_hours,unknown,medium
unknown,market_hours.future.PA.date,market_hours,unknown,medium
unknown,market_hours.future.PA.exchange,market_hours,unknown,low
unknown,market_hours.future.PA.marketType,market_hours,unknown,medium
unknown,market_hours.future.PA.product,market_hours,unknown,medium
unknown,market_hours.future.PA.productName,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.PA.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.PL,market_hours,unknown,medium
unknown,market_hours.future.PL.category,market_hours,unknown,medium
unknown,market_hours.future.PL.date,market_hours,unknown,medium
unknown,market_hours.future.PL.exchange,market_hours,unknown,low
unknown,market_hours.future.PL.marketType,market_hours,unknown,medium
unknown,market_hours.future.PL.product,market_hours,unknown,medium
unknown,market_hours.future.PL.productName,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.PL.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.PLN,market_hours,unknown,medium
unknown,market_hours.future.PLN.category,market_hours,unknown,medium
unknown,market_hours.future.PLN.date,market_hours,unknown,medium
unknown,market_hours.future.PLN.exchange,market_hours,unknown,low
unknown,market_hours.future.PLN.marketType,market_hours,unknown,medium
unknown,market_hours.future.PLN.product,market_hours,unknown,medium
unknown,market_hours.future.PLN.productName,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.PLN.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.QC,market_hours,unknown,medium
unknown,market_hours.future.QC.category,market_hours,unknown,medium
unknown,market_hours.future.QC.date,market_hours,unknown,medium
unknown,market_hours.future.QC.exchange,market_hours,unknown,low
unknown,market_hours.future.QC.marketType,market_hours,unknown,medium
unknown,market_hours.future.QC.product,market_hours,unknown,medium
unknown,market_hours.future.QC.productName,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.QC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.QG,market_hours,unknown,medium
unknown,market_hours.future.QG.category,market_hours,unknown,medium
unknown,market_hours.future.QG.date,market_hours,unknown,medium
unknown,market_hours.future.QG.exchange,market_hours,unknown,low
unknown,market_hours.future.QG.marketType,market_hours,unknown,medium
unknown,market_hours.future.QG.product,market_hours,unknown,medium
unknown,market_hours.future.QG.productName,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.QG.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.QH,market_hours,unknown,medium
unknown,market_hours.future.QH.category,market_hours,unknown,medium
unknown,market_hours.future.QH.date,market_hours,unknown,medium
unknown,market_hours.future.QH.exchange,market_hours,unknown,low
unknown,market_hours.future.QH.marketType,market_hours,unknown,medium
unknown,market_hours.future.QH.product,market_hours,unknown,medium
unknown,market_hours.future.QH.productName,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.QH.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.QI,market_hours,unknown,medium
unknown,market_hours.future.QI.category,market_hours,unknown,medium
unknown,market_hours.future.QI.date,market_hours,unknown,medium
unknown,market_hours.future.QI.exchange,market_hours,unknown,low
unknown,market_hours.future.QI.marketType,market_hours,unknown,medium
unknown,market_hours.future.QI.product,market_hours,unknown,medium
unknown,market_hours.future.QI.productName,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.QI.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.QM,market_hours,unknown,medium
unknown,market_hours.future.QM.category,market_hours,unknown,medium
unknown,market_hours.future.QM.date,market_hours,unknown,medium
unknown,market_hours.future.QM.exchange,market_hours,unknown,low
unknown,market_hours.future.QM.marketType,market_hours,unknown,medium
unknown,market_hours.future.QM.product,market_hours,unknown,medium
unknown,market_hours.future.QM.productName,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.QM.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.QO,market_hours,unknown,medium
unknown,market_hours.future.QO.category,market_hours,unknown,medium
unknown,market_hours.future.QO.date,market_hours,unknown,medium
unknown,market_hours.future.QO.exchange,market_hours,unknown,low
unknown,market_hours.future.QO.marketType,market_hours,unknown,medium
unknown,market_hours.future.QO.product,market_hours,unknown,medium
unknown,market_hours.future.QO.productName,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.QO.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.RB,market_hours,unknown,medium
unknown,market_hours.future.RB.category,market_hours,unknown,medium
unknown,market_hours.future.RB.date,market_hours,unknown,medium
unknown,market_hours.future.RB.exchange,market_hours,unknown,low
unknown,market_hours.future.RB.marketType,market_hours,unknown,medium
unknown,market_hours.future.RB.product,market_hours,unknown,medium
unknown,market_hours.future.RB.productName,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.RB.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.RME,market_hours,unknown,medium
unknown,market_hours.future.RME.category,market_hours,unknown,medium
unknown,market_hours.future.RME.date,market_hours,unknown,medium
unknown,market_hours.future.RME.exchange,market_hours,unknown,low
unknown,market_hours.future.RME.marketType,market_hours,unknown,medium
unknown,market_hours.future.RME.product,market_hours,unknown,medium
unknown,market_hours.future.RME.productName,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.RME.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.RTY,market_hours,unknown,medium
unknown,market_hours.future.RTY.category,market_hours,unknown,medium
unknown,market_hours.future.RTY.date,market_hours,unknown,medium
unknown,market_hours.future.RTY.exchange,market_hours,unknown,low
unknown,market_hours.future.RTY.marketType,market_hours,unknown,medium
unknown,market_hours.future.RTY.product,market_hours,unknown,medium
unknown,market_hours.future.RTY.productName,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.RTY.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.SEK,market_hours,unknown,medium
unknown,market_hours.future.SEK.category,market_hours,unknown,medium
unknown,market_hours.future.SEK.date,market_hours,unknown,medium
unknown,market_hours.future.SEK.exchange,market_hours,unknown,low
unknown,market_hours.future.SEK.marketType,market_hours,unknown,medium
unknown,market_hours.future.SEK.product,market_hours,unknown,medium
unknown,market_hours.future.SEK.productName,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.SEK.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.SI,market_hours,unknown,medium
unknown,market_hours.future.SI.category,market_hours,unknown,medium
unknown,market_hours.future.SI.date,market_hours,unknown,medium
unknown,market_hours.future.SI.exchange,market_hours,unknown,low
unknown,market_hours.future.SI.marketType,market_hours,unknown,medium
unknown,market_hours.future.SI.product,market_hours,unknown,medium
unknown,market_hours.future.SI.productName,market_hours,unknown,medium
unknown,market_hours.future.SI.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.SI.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.SI.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.SI.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.SI.sessionHours.noTrading.*.start,market_hours,unknown,medium
